packet_size,interarrival_ms,src_port,dst_port,service_port,label
199,16.081,26647,5061,5061,voip
169,22.059,47105,443,443,voip
1313,65.323,33745,8554,8554,video
177,12.388,2030,443,443,voip
1331,29.426,18103,8443,8443,video
1323,1.301,13708,8080,8080,file
135,31.725,59607,8443,8443,voip
852,299.958,24808,443,443,web
473,304.192,13108,8080,8080,web
754,450.848,11917,8443,8443,web
1500,26.582,12359,443,443,video
654,220.226,21387,8443,8443,web
905,24.698,20618,8443,8443,video
158,17.696,34922,10000,10000,voip
1210,3.508,36453,990,990,file
370,2.234,45632,10000,10000,voip
380,574.9,43990,8080,8080,web
1184,4.018,58174,8081,8081,file
331,36.183,16292,8443,8443,web
208,291.781,62976,8080,8080,web
263,12.872,28377,8080,8080,voip
1500,2.25,32390,21,21,file
1200,7.734,15293,8081,8081,file
1468,28.124,46855,8554,8554,video
1007,17.58,14608,8554,8554,video
1423,40.808,12240,8554,8554,video
158,24.562,56742,5061,5061,voip
1261,38.07,24082,5004,5004,video
863,14.44,51349,8081,8081,file
997,19.054,17689,1935,1935,video
231,10.481,45466,10001,10001,voip
1500,3.744,62840,990,990,file
854,9.6,53007,990,990,file
147,33.831,39152,443,443,voip
205,18.075,22128,10002,10002,voip
1373,3.893,17727,989,989,file
1500,12.765,29415,990,990,file
60,62.66,1039,443,443,voip
80,885.046,23083,8080,8080,web
1500,21.423,56176,8443,8443,video
1372,2.045,18475,21,21,file
1105,24.916,36816,5005,5005,video
1500,37.336,60826,5005,5005,video
1294,37.67,57015,1935,1935,video
1105,42.375,6947,5004,5004,video
1225,4.16,54014,989,989,file
449,24.439,44955,443,443,voip
1500,5.558,13316,21,21,file
913,281.509,40286,443,443,web
478,116.004,61678,443,443,web
1296,13.261,33597,990,990,file
1327,2.426,5895,989,989,file
1317,18.801,23177,5005,5005,video
1421,25.912,31808,8443,8443,video
614,468.621,5325,443,443,web
1341,6.681,3229,8443,3229,file
577,373.617,14071,443,443,web
226,15.279,25428,10002,10002,voip
938,323.422,55599,8080,8080,web
1123,235.412,54294,8443,8443,web
1308,1.861,48920,8081,8081,file
123,10.75,63702,5061,5061,voip
158,20.868,37249,5060,5060,voip
1429,37.372,35296,443,443,video
1500,9.034,8702,21,21,file
203,11.326,44446,443,443,voip
194,16.023,21719,8443,8443,voip
347,9.291,51917,5060,5060,voip
1179,2.69,1206,990,990,file
878,215.091,42286,8443,8443,web
1110,6.304,62846,990,990,file
1480,19.513,51710,1935,1935,video
1021,22.187,44978,5004,5004,video
1327,3.921,23065,8080,8080,file
186,13.515,4560,5060,4560,voip
1032,27.283,18408,443,443,video
179,30.067,45142,10002,10002,voip
1065,43.999,49764,5005,5005,video
1229,47.843,33020,8443,8443,video
87,11.451,3732,5060,3732,voip
923,4.489,10086,443,443,file
236,42.617,60207,8443,8443,voip
272,22.99,19317,443,443,voip
919,75.204,3712,8443,3712,web
1362,1.537,16684,8080,8080,file
149,12.941,7621,10000,7621,voip
754,90.84,29910,8443,8443,web
1416,9.685,54736,21,21,file
925,44.805,52439,8443,8443,video
961,42.887,26798,8080,8080,video
848,173.463,1601,80,80,web
761,132.698,2867,8443,2867,web
1228,22.784,3337,443,443,video
1178,69.156,39463,8554,8554,video
275,358.487,6542,8080,6542,web
959,218.309,40005,8080,8080,web
1089,30.51,26054,8443,8443,video
212,20.215,45131,10001,10001,voip
911,186.005,4265,8443,4265,web
1162,32.545,17841,8443,8443,video
1406,11.414,32945,443,443,file
475,105.237,21371,8080,8080,web
1500,1.956,27726,443,443,file
238,23.166,50318,10001,10001,voip
193,8.35,3963,10002,3963,voip
1067,14.238,59286,5005,5005,video
932,24.824,39124,8080,8080,video
140,20.625,44112,10000,10000,voip
1301,7.056,45220,443,443,file
143,20.659,35774,10001,10001,voip
180,11.153,10335,10001,10001,voip
223,32.534,31005,10001,10001,voip
1333,376.71,20790,80,80,web
146,30.982,15314,8080,8080,voip
228,17.598,26572,10002,10002,voip
1058,280.919,7766,8443,7766,web
1486,5.323,50906,8081,8081,file
1325,6.815,49403,21,21,file
245,31.62,28062,8080,8080,voip
1037,41.464,44537,8443,8443,video
1224,6.015,8972,21,21,file
1215,46.591,51353,8554,8554,video
1340,2.498,14479,8081,8081,file
1500,5.262,12112,21,21,file
1370,29.402,5525,443,443,video
766,74.662,59830,8080,8080,web
1500,146.425,22150,443,443,video
176,23.429,47318,8080,8080,voip
1271,1.816,57353,443,443,file
1419,3.233,21570,989,989,file
1397,2.295,50623,989,989,file
677,246.645,62213,443,443,web
1018,552.735,56751,8080,8080,web
1461,4.476,47189,8080,8080,file
1495,55.566,31937,8080,8080,video
1374,16.907,22257,443,443,video
1082,1.22,2761,8443,2761,file
151,14.012,44448,443,443,voip
1479,2.849,55450,989,989,file
1241,25.73,29375,5005,5005,video
1118,2.181,46132,20,20,file
293,445.621,31072,8080,8080,web
1173,20.753,57852,443,443,video
809,85.587,62800,8443,8443,web
200,21.004,17934,10002,10002,voip
1097,48.731,2550,8443,2550,video
1500,6.275,3931,443,443,file
915,74.855,10912,443,443,video
1360,7.299,36254,20,20,file
223,25.91,23976,8443,8443,voip
1226,23.392,45605,1935,1935,video
227,11.073,30384,8443,8443,voip
1011,27.843,39318,8443,8443,video
1328,12.368,56260,20,20,file
363,79.916,12187,8443,8443,web
96,25.497,35243,10001,10001,voip
1182,3.228,7574,990,990,file
1048,291.435,60699,8080,8080,web
1070,32.192,63678,8443,8443,video
148,25.418,53654,10000,10000,voip
1500,16.805,60840,8080,8080,video
1189,1.81,36700,20,20,file
191,27.182,29009,10001,10001,voip
1288,3.691,42020,8080,8080,file
963,36.915,64156,1935,1935,video
155,26.743,7588,8080,7588,voip
667,136.307,24842,8080,8080,web
1089,632.983,62342,8080,8080,web
1225,23.633,28801,5005,5005,video
245,26.589,2238,8443,2238,voip
126,15.386,61742,10001,10001,voip
373,28.186,33763,8080,8080,web
1321,10.849,42389,8080,8080,video
205,9.609,59152,10001,10001,voip
97,8.845,55890,10002,10002,voip
60,1000.0,22132,80,80,web
1206,31.47,55452,8443,8443,video
225,11.933,56111,10002,10002,voip
1273,54.004,42720,8554,8554,video
422,280.007,36242,443,443,web
160,15.281,63065,8080,8080,voip
118,13.285,21536,5061,5061,voip
156,24.59,14751,443,443,voip
565,75.572,20941,8443,8443,web
741,124.77,37682,8443,8443,web
1316,5.509,41308,989,989,file
129,20.822,31724,8443,8443,voip
1219,52.025,56374,8554,8554,video
1349,11.368,8675,20,20,file
672,194.639,27260,8080,8080,web
168,26.501,60369,10001,10001,voip
253,9.889,21625,443,443,voip
205,19.421,34320,443,443,voip
60,27.523,60685,5060,5060,voip
245,16.664,63699,10002,10002,voip
1409,36.875,10148,8443,8443,video
1395,8.201,56986,443,443,file
160,19.49,18410,10000,10000,voip
645,365.915,4398,443,443,web
151,13.697,36648,443,443,voip
219,271.752,2294,8443,2294,web
489,552.709,11272,8080,8080,web
1162,43.24,2805,8554,2805,video
148,13.184,10814,443,443,voip
130,12.983,21414,8080,8080,voip
1493,24.97,55086,8443,8443,video
326,103.351,25873,8080,8080,web
1184,33.943,48393,1935,1935,video
974,1.732,55064,8080,8080,file
1398,5.267,46948,990,990,file
137,33.961,57437,5061,5061,voip
1063,16.495,50852,5004,5004,video
1437,1.55,39151,8080,8080,file
60,10.53,13964,8080,8080,voip
1190,2.917,30778,8443,8443,file
1121,5.051,43518,8443,8443,file
139,6.422,29858,10002,10002,voip
989,4.558,7925,8443,7925,file
1170,29.937,49356,5004,5004,video
1419,6.09,23883,21,21,file
323,51.521,51915,8080,8080,voip
240,115.171,43066,8443,8443,web
1046,37.03,54041,5004,5004,video
1164,3.769,50271,990,990,file
981,134.485,40569,443,443,web
260,26.874,35100,5061,5061,voip
192,23.454,14950,10002,10002,voip
246,21.166,52665,5061,5061,voip
142,22.151,54735,5060,5060,voip
1383,77.77,36952,5004,5004,video
376,147.141,13494,8443,8443,web
1212,5.411,52835,443,443,file
1500,25.184,50306,5004,5004,video
945,225.996,2487,80,80,web
965,161.977,46897,8443,8443,web
1166,40.259,41107,443,443,video
1222,13.229,28117,989,989,file
611,92.483,32553,80,80,web
131,9.395,4467,10000,4467,voip
535,201.856,59693,8080,8080,web
1027,208.878,15220,8443,8443,web
857,127.132,55494,8080,8080,web
1348,65.745,3935,5004,3935,video
1051,31.052,17647,8554,8554,video
165,51.502,39370,443,443,voip
1500,2.541,64514,21,21,file
1399,3.515,33031,989,989,file
1179,3.241,33230,20,20,file
1078,6.033,53460,443,443,file
131,25.189,64098,443,443,voip
999,4.053,43119,8081,8081,file
128,15.89,52690,10002,10002,voip
237,27.552,5751,5060,5060,voip
1031,44.356,17579,8443,8443,video
957,3.85,55932,989,989,file
195,6.577,11776,5061,5061,voip
192,11.758,46968,10002,10002,voip
1384,48.258,5522,443,443,video
158,13.373,57986,10002,10002,voip
1371,1.872,62772,990,990,file
1122,5.399,40677,8443,8443,file
286,463.981,52877,8080,8080,web
1500,2.43,62583,21,21,file
1102,3.769,25893,8081,8081,file
1457,35.764,5669,5004,5004,video
1167,37.638,30137,443,443,video
1500,6.785,3699,8443,3699,file
161,10.575,47840,10002,10002,voip
230,23.688,46450,443,443,voip
1437,5.265,29985,21,21,file
817,609.877,7645,443,443,web
1077,1.836,3774,21,21,file
1484,2.768,60402,989,989,file
152,23.35,3259,5060,3259,voip
192,179.677,29500,80,80,web
1203,5.08,29424,8443,8443,file
157,25.769,16539,443,443,voip
183,10.279,3152,10000,3152,voip
151,11.345,14005,10001,10001,voip
1282,3.592,30477,20,20,file
163,398.521,49933,8080,8080,web
1034,21.122,37087,8443,8443,video
803,289.464,22620,8443,8443,web
135,15.062,48238,443,443,voip
219,8.633,29943,443,443,voip
744,42.595,32203,80,80,web
1112,3.723,33095,8081,8081,file
204,12.146,56053,10001,10001,voip
573,151.467,13473,443,443,web
407,379.414,33145,443,443,web
1500,5.804,11455,8080,8080,file
1284,4.404,2678,8081,2678,file
471,276.29,7261,8443,7261,web
314,60.429,21904,8080,8080,web
1240,1000.0,36097,80,80,web
662,1000.0,59386,8443,8443,web
1412,32.874,13482,5004,5004,video
124,16.747,19689,5061,5061,voip
1500,4.627,56276,990,990,file
281,10.845,62950,5061,5061,voip
1026,295.893,40992,8443,8443,web
363,96.287,4034,443,443,web
1356,14.582,61299,8443,8443,file
172,10.093,29920,5060,5060,voip
1325,4.149,25011,8443,8443,file
976,295.805,13952,80,80,web
397,31.25,18725,5060,5060,voip
781,300.03,9390,443,443,web
1108,43.808,7558,5005,5005,video
467,63.651,34618,8080,8080,voip
1045,25.698,44591,8080,8080,video
1061,61.407,40404,5004,5004,video
1372,27.055,37012,5004,5004,video
295,15.862,45853,8443,8443,voip
116,29.059,11473,5060,5060,voip
945,47.471,11144,5005,5005,video
153,16.409,17124,5060,5060,voip
1110,71.743,27160,8080,8080,video
215,9.929,55279,5060,5060,voip
144,28.393,10776,8443,8443,voip
440,178.266,22122,443,443,web
178,4.609,9659,443,443,voip
204,7.63,50262,10000,10000,voip
1500,1.713,45334,20,20,file
185,207.297,10324,8080,8080,web
1072,3.732,29236,8443,8443,file
175,13.58,12868,5060,5060,voip
1241,3.316,13230,8080,8080,file
1348,4.427,57637,8081,8081,file
1489,3.67,14225,443,443,file
1388,11.53,3829,8554,3829,video
1489,40.713,58559,5004,5004,video
227,13.34,1463,443,443,voip
951,129.856,59249,8080,8080,web
1500,32.419,64890,5005,5005,video
313,40.511,20785,10000,10000,voip
846,455.102,58283,8443,8443,web
1011,909.447,17007,443,443,web
148,17.156,49891,8080,8080,voip
145,11.301,16448,10001,10001,voip
1293,37.574,48605,8080,8080,video
631,325.327,39895,8443,8443,web
682,223.098,12812,8443,8443,web
1467,9.531,43277,989,989,file
165,20.499,26391,10000,10000,voip
1015,32.144,33867,1935,1935,video
1493,7.107,5173,21,21,file
1413,33.218,29207,8080,8080,video
647,431.174,35843,80,80,web
686,13.638,60656,1935,1935,video
357,27.083,9785,8443,8443,voip
1084,26.295,42373,1935,1935,video
1476,43.137,6536,1935,1935,video
1343,4.778,59171,8443,8443,file
683,67.426,13570,8080,8080,web
1500,6.715,61704,989,989,file
195,15.527,34450,10002,10002,voip
925,273.231,7498,443,443,web
1397,7.362,48159,990,990,file
1500,6.573,9585,990,990,file
939,24.89,59088,5005,5005,video
202,54.551,36766,8080,8080,voip
141,10.175,49582,10000,10000,voip
1452,42.413,4953,5004,4953,video
1490,7.626,23317,8443,8443,file
978,224.661,9056,8443,8443,web
1239,2.051,17926,8080,8080,file
159,14.927,42842,8080,8080,voip
173,500.119,41028,8443,8443,web
451,186.024,8486,443,443,web
123,5.27,19708,8443,8443,voip
1436,10.818,25075,990,990,file
1225,30.715,23370,443,443,video
260,258.334,57477,8443,8443,web
1156,8.716,57756,990,990,file
1165,47.486,22441,1935,1935,video
386,104.901,11259,8443,8443,web
554,324.15,17096,8443,8443,web
637,165.487,31031,8443,8443,web
1500,6.439,31344,989,989,file
1500,0.888,58010,21,21,file
236,10.948,17182,10001,10001,voip
461,244.851,24313,443,443,web
502,256.644,15914,8443,8443,web
812,724.146,23261,443,443,web
1192,34.185,19789,8554,8554,video
1495,3.142,32117,20,20,file
1179,11.643,31322,21,21,file
262,20.918,22129,8443,8443,voip
353,329.273,10620,8080,8080,web
1481,33.526,30474,8080,8080,video
1306,31.853,12870,8443,8443,video
1391,5.215,40302,8080,8080,file
1460,4.974,17970,443,443,file
1247,5.025,14596,8080,8080,file
1375,4.711,61183,21,21,file
960,2.642,11156,20,20,file
1309,4.354,1664,990,990,file
379,312.631,5787,443,443,web
1203,3.661,50848,989,989,file
1156,7.765,18557,8443,8443,file
748,128.891,56676,8443,8443,web
454,445.347,64128,8443,8443,web
1455,17.458,56998,989,989,file
241,18.816,21518,10002,10002,voip
149,7.638,40461,5060,5060,voip
1070,61.138,23290,5005,5005,video
608,113.299,22599,443,443,web
1500,36.945,51759,1935,1935,video
223,18.956,37661,8080,8080,voip
759,167.778,40585,80,80,web
147,44.931,22437,8080,8080,voip
1072,51.07,15142,443,443,video
1245,4.53,38437,20,20,file
624,415.169,22499,8080,8080,web
1265,13.752,50394,990,990,file
178,13.157,64316,5061,5061,voip
617,164.259,17099,8080,8080,web
1500,5.532,53167,8081,8081,file
1020,5.462,9992,8081,8081,file
161,14.897,8005,5061,5061,voip
1500,2.5,44651,8080,8080,file
160,494.027,29525,443,443,web
121,13.962,1035,10002,1035,voip
966,95.598,16646,443,443,web
908,301.918,1265,8443,1265,web
60,26.614,10549,8443,8443,voip
1478,2.534,47996,989,989,file
906,93.563,52519,443,443,web
1172,6.052,54491,990,990,file
228,7.508,44660,8443,8443,voip
1250,66.754,21451,1935,1935,video
370,935.216,50418,443,443,web
140,34.499,9620,5061,5061,voip
1246,54.131,7725,5004,5004,video
257,370.732,60372,443,443,web
1157,53.207,7963,8554,7963,video
156,7.647,56756,8443,8443,voip
1028,15.57,13610,8443,8443,video
226,116.061,35892,80,80,web
1319,7.555,52640,443,443,file
156,10.485,50556,5060,5060,voip
901,490.063,16285,8443,8443,web
582,133.132,27799,8443,8443,web
664,757.399,45724,8443,8443,web
1101,23.486,36867,443,443,video
1457,4.076,55762,990,990,file
759,413.6,63030,8080,8080,web
1034,7.995,23935,990,990,file
183,22.231,3481,10001,3481,voip
515,550.148,44449,80,80,web
1385,4.71,15857,8080,8080,file
954,28.955,64634,5005,5005,video
1252,2.692,32743,443,443,file
172,8.416,63857,10001,10001,voip
1500,31.051,56914,5004,5004,video
1500,150.404,24549,8443,8443,video
1308,6.134,34755,8080,8080,file
87,12.751,38138,5060,5060,voip
1140,1.662,45536,990,990,file
1318,1.246,35904,989,989,file
1247,19.899,17399,8554,8554,video
167,10.648,46641,5061,5061,voip
205,7.437,62807,5061,5061,voip
500,72.586,52332,8443,8443,web
264,319.28,39954,8443,8443,web
210,12.01,3591,10000,3591,voip
1107,523.153,53969,8080,8080,web
108,16.022,49130,8080,8080,voip
196,12.743,43853,10000,10000,voip
1181,4.15,18535,8443,8443,file
889,127.716,41251,80,80,web
1500,1.121,26627,443,443,file
1472,7.038,50487,443,443,file
1315,13.119,61366,21,21,file
1256,5.347,30995,8081,8081,file
1355,57.722,44102,443,443,video
1199,30.427,18949,8080,8080,video
1193,35.654,10966,8554,8554,video
1262,4.002,3190,21,21,file
1240,45.761,4724,8443,4724,video
1346,14.453,41020,8081,8081,file
1188,2.434,50416,8443,8443,file
902,531.987,1686,443,443,web
136,17.005,7178,10002,7178,voip
162,25.507,40280,10002,10002,voip
901,107.636,13565,8080,8080,video
1265,2.25,32571,8081,8081,file
1196,2.614,4161,990,990,file
958,595.767,41539,8443,8443,web
694,233.674,51869,8443,8443,web
182,18.359,30798,10002,10002,voip
1500,10.53,23660,21,21,file
220,15.638,4899,5060,4899,voip
736,408.38,32745,8080,8080,web
978,253.011,39761,80,80,web
1320,73.402,30953,8554,8554,video
1498,5.762,9415,989,989,file
1036,1.697,50248,990,990,file
559,207.214,64844,80,80,web
1500,93.138,3171,1935,1935,video
982,65.964,43691,1935,1935,video
190,15.711,49413,8080,8080,voip
215,15.89,45763,5060,5060,voip
95,8.147,7956,5061,5061,voip
1020,37.109,49548,5005,5005,video
223,20.51,59708,8080,8080,voip
226,33.979,5122,443,443,voip
191,12.443,44014,8080,8080,voip
930,244.144,3296,8080,3296,web
1500,3.039,21834,8443,8443,file
1270,6.141,24227,20,20,file
287,261.677,28256,443,443,web
1030,295.354,32864,8443,8443,web
971,42.061,17241,5005,5005,video
219,21.334,44150,8080,8080,voip
175,17.917,55367,10000,10000,voip
1296,5.731,13863,989,989,file
1243,2.642,29557,8081,8081,file
226,15.101,13751,8443,8443,voip
601,212.6,35250,8080,8080,web
626,1000.0,30609,8443,8443,web
148,22.217,40593,10002,10002,voip
139,19.006,10584,443,443,voip
1425,3.963,53096,21,21,file
1500,6.962,10427,8081,8081,file
983,139.308,16916,8080,8080,web
1236,10.993,10705,21,21,file
1498,29.175,62815,5004,5004,video
482,430.978,18986,443,443,web
272,123.925,12329,443,443,web
722,221.617,39552,443,443,web
1500,5.056,16738,21,21,file
1233,6.183,50225,8443,8443,file
1252,1.045,15720,990,990,file
1166,37.662,16585,5004,5004,video
1086,496.024,35144,8443,8443,web
1029,16.294,63976,8443,8443,video
1361,5.212,49235,8080,8080,file
1268,27.126,29458,1935,1935,video
1257,1.525,36857,21,21,file
1117,18.751,19911,5005,5005,video
1435,5.386,46951,8081,8081,file
1347,4.097,11953,443,443,file
157,22.753,25325,5061,5061,voip
249,334.387,52001,80,80,web
216,20.934,58285,443,443,voip
190,23.246,29096,10002,10002,voip
1500,49.658,51304,989,989,file
1053,3.685,47754,8080,8080,file
1181,78.336,1846,5005,1846,video
1182,4.918,6928,8080,6928,file
715,433.788,53005,80,80,web
1370,45.771,50344,5004,5004,video
95,12.0,16692,10000,10000,voip
1340,41.721,10711,8554,8554,video
131,26.746,13089,5061,5061,voip
975,19.456,34629,5004,5004,video
1495,1.274,23973,20,20,file
1500,97.097,54873,5005,5005,video
1330,32.156,63545,5005,5005,video
1027,28.372,51440,5004,5004,video
992,16.061,5626,443,443,video
1250,5.476,32061,21,21,file
227,22.956,41956,5060,5060,voip
164,12.022,48764,8443,8443,voip
1074,87.459,58947,8554,8554,video
203,8.148,22044,10000,10000,voip
1389,1.809,61042,21,21,file
1269,71.997,19609,8080,8080,video
772,588.661,4602,8443,4602,web
1215,17.241,15872,5005,5005,video
258,8.651,34375,5061,5061,voip
320,55.432,17257,8443,8443,web
1265,54.357,28424,8554,8554,video
1284,4.698,49296,8443,8443,file
786,381.463,10928,8443,8443,web
1485,34.542,1396,1935,1396,video
1421,106.122,40403,5005,5005,video
206,15.119,4376,8080,4376,voip
1293,30.216,52618,5004,5004,video
1015,203.674,58460,443,443,web
718,55.191,33887,8443,8443,web
1290,3.57,6015,8080,6015,file
879,413.031,12169,8080,8080,web
238,28.015,26884,10002,10002,voip
183,16.556,15883,10002,10002,voip
1187,23.286,32047,5005,5005,video
1419,3.076,30624,8443,8443,file
1373,1.723,52719,8081,8081,file
1264,302.151,63132,8443,8443,web
1202,1.604,43264,8080,8080,file
155,27.321,30889,8443,8443,voip
1500,77.32,20929,8443,8443,video
888,136.401,62344,443,443,web
189,10.935,20164,443,443,voip
81,10.113,17237,5061,5061,voip
528,409.474,56264,8443,8443,web
1354,6.171,50551,8081,8081,file
1038,79.342,40729,8554,8554,video
879,57.903,44420,8554,8554,video
92,10.998,53093,10001,10001,voip
216,28.132,2987,10000,2987,voip
962,31.331,18969,5004,5004,video
498,409.274,60876,8080,8080,web
1066,227.163,53259,8443,8443,web
245,13.769,47193,8443,8443,voip
1312,5.289,55832,989,989,file
142,13.898,62478,10001,10001,voip
124,17.42,39251,10000,10000,voip
161,14.837,38597,10002,10002,voip
153,14.302,43840,443,443,voip
1087,36.203,51454,8443,8443,video
1279,3.157,23554,443,443,file
1190,42.99,48932,8080,8080,video
1318,6.521,10439,20,20,file
461,236.35,5404,80,80,web
1500,2.293,5876,8443,5876,file
633,470.646,38891,8443,8443,web
1314,49.107,56879,8554,8554,video
203,26.659,19883,10000,10000,voip
368,1000.0,39231,80,80,web
468,54.519,54807,8080,8080,web
1390,4.123,2698,8443,2698,file
876,48.33,26878,8554,8554,video
173,22.549,29302,5061,5061,voip
174,20.592,64465,443,443,voip
1500,18.825,31743,21,21,file
664,235.997,17297,443,443,web
957,32.555,30978,5005,5005,video
1300,2.862,63540,20,20,file
213,13.288,9777,5061,5061,voip
1366,5.034,38864,21,21,file
110,15.874,55776,10000,10000,voip
435,138.175,44547,8443,8443,web
785,396.846,46597,8443,8443,web
1072,14.682,47080,8081,8081,file
139,9.412,53117,8443,8443,voip
1500,8.948,59910,21,21,file
1114,4.554,8273,8443,8273,file
920,447.192,34299,443,443,web
1404,1.984,13222,443,443,file
692,548.461,63005,80,80,web
122,34.722,21449,5061,5061,voip
1500,29.177,43908,1935,1935,video
1148,27.017,34773,8554,8554,video
1030,133.328,14815,80,80,web
1337,4.753,1517,20,20,file
242,130.087,19780,8080,8080,web
660,238.247,23208,443,443,web
1149,3.611,63550,20,20,file
126,19.561,28509,10001,10001,voip
864,122.841,39630,8080,8080,web
181,17.774,43394,10001,10001,voip
924,19.442,45079,1935,1935,video
660,259.162,26384,8080,8080,web
1500,7.37,46044,989,989,file
182,11.292,11527,10001,10001,voip
1021,29.215,42763,8554,8554,video
1317,3.038,36153,8443,8443,file
1208,32.207,6728,8554,6728,video
1349,4.563,61492,443,443,file
1017,539.732,19773,80,80,web
1254,16.418,15928,1935,1935,video
199,26.514,21537,10002,10002,voip
1336,5.251,14696,990,990,file
171,23.954,11331,10002,10002,voip
1500,16.798,40988,989,989,file
1500,3.843,41498,8443,8443,file
1242,63.864,49994,8554,8554,video
143,25.701,17925,8080,8080,voip
317,55.07,53910,443,443,web
341,26.871,12374,8080,8080,voip
1318,1.472,52002,989,989,file
173,11.827,49156,8080,8080,voip
149,11.597,13463,8080,8080,voip
180,14.097,48324,10001,10001,voip
125,17.585,53472,443,443,voip
189,22.754,4667,8080,4667,voip
1056,109.072,37451,8554,8554,video
191,42.253,57514,5060,5060,voip
1164,19.895,51929,443,443,video
1172,5.464,2305,990,990,file
228,11.282,10984,10002,10002,voip
449,43.283,25056,8443,8443,voip
285,39.73,11649,10001,10001,voip
1500,1.396,30661,8081,8081,file
683,202.223,40177,80,80,web
1085,3.358,54159,990,990,file
1461,38.323,10507,5004,5004,video
1068,57.886,52585,8443,8443,web
1351,30.303,10235,1935,1935,video
159,18.76,21845,10001,10001,voip
60,38.417,6738,10001,6738,voip
1500,90.929,1216,1935,1216,video
226,124.474,26258,8443,8443,web
1242,3.802,48748,20,20,file
130,28.011,54853,8443,8443,voip
1267,3.911,25634,20,20,file
1336,14.311,39846,443,443,video
353,1000.0,28471,8080,8080,web
60,30.246,49717,8443,8443,voip
1020,23.101,37795,8443,8443,video
1192,4.611,2995,443,443,file
1390,2.379,28416,8080,8080,file
161,16.68,49953,10001,10001,voip
1223,2.259,12333,8081,8081,file
1253,72.8,60818,8080,8080,video
1002,38.137,12801,5005,5005,video
844,376.646,5295,8080,5295,web
811,28.416,34920,8443,8443,video
177,19.048,12522,5061,5061,voip
123,15.52,26921,10001,10001,voip
1500,6.12,14298,21,21,file
1322,3.575,3599,8443,3599,file
1500,6.307,58079,8080,8080,file
298,15.318,56675,8443,8443,voip
1358,100.006,59636,5005,5005,video
397,441.21,46230,443,443,web
292,40.454,31249,443,443,web
1126,47.949,22381,8443,8443,video
739,266.052,15035,443,443,web
226,27.15,10495,10002,10002,voip
1335,24.106,9361,8080,8080,file
1180,1.235,28004,989,989,file
1500,5.917,63543,990,990,file
1341,17.054,57413,5005,5005,video
614,582.802,57945,80,80,web
235,8.594,57853,10000,10000,voip
1500,14.647,62098,443,443,file
100,7.203,47756,443,443,voip
1213,3.317,50317,8081,8081,file
1381,34.978,32151,8443,8443,video
1068,6.656,18209,20,20,file
1428,6.139,22856,21,21,file
223,12.062,16266,10001,10001,voip
752,94.495,37065,80,80,web
1260,72.485,5736,5005,5005,video
60,46.207,55095,8443,8443,voip
1494,28.158,39371,5004,5004,video
1500,53.582,42693,5005,5005,video
185,17.43,26432,10002,10002,voip
800,218.478,58375,8080,8080,web
1129,25.443,16344,5005,5005,video
1188,49.427,48410,8443,8443,video
188,46.287,39996,10000,10000,voip
126,21.328,20708,5061,5061,voip
1500,26.353,7888,8443,7888,video
209,8.967,14676,10000,10000,voip
1315,23.437,16051,5005,5005,video
1301,0.746,21572,8081,8081,file
251,13.283,48997,10001,10001,voip
1273,28.109,10075,8443,8443,video
1300,23.121,22271,5005,5005,video
192,14.922,43730,443,443,voip
1500,18.165,7657,443,443,video
1429,35.041,23749,5004,5004,video
1401,4.162,64340,8080,8080,file
195,11.95,17827,8443,8443,voip
1352,65.768,38422,443,443,video
149,775.306,19240,443,443,web
938,361.162,37753,8443,8443,web
237,10.852,36561,5060,5060,voip
238,17.631,2923,5061,2923,voip
390,18.225,58442,8080,8080,voip
256,17.841,3520,8080,3520,voip
1461,17.42,1441,8554,1441,video
379,136.03,11248,443,443,web
225,167.898,22537,8443,8443,web
328,23.293,53914,443,443,voip
1500,9.63,14657,8443,8443,file
841,214.706,32485,443,443,web
1351,44.983,42984,8554,8554,video
1191,4.353,42425,21,21,file
1500,28.317,48848,443,443,video
137,7.836,17608,8080,8080,voip
928,221.537,53727,8080,8080,web
214,14.014,16662,5060,5060,voip
978,35.642,2424,8443,2424,video
146,9.211,31268,8443,8443,voip
198,203.63,16675,8443,8443,web
1113,78.687,64528,5005,5005,video
967,35.456,17473,8554,8554,video
1224,1.482,48819,989,989,file
1233,5.004,16288,8443,8443,file
1493,28.704,62551,5005,5005,video
1402,1.894,49624,20,20,file
1067,41.682,26155,5004,5004,video
1071,2.254,54714,20,20,file
1403,2.959,61451,8081,8081,file
147,36.202,39469,10000,10000,voip
1375,4.497,58038,443,443,file
189,18.779,42031,10000,10000,voip
1479,40.628,37010,8443,8443,video
1346,24.203,56226,5004,5004,video
1219,9.335,55737,443,443,file
212,425.035,38820,80,80,web
1070,2.799,49578,8443,8443,file
224,29.49,58763,443,443,voip
1500,1.691,62173,989,989,file
1123,6.502,14499,8081,8081,file
1231,34.05,31858,5004,5004,video
1155,23.099,15843,5005,5005,video
217,445.435,37307,80,80,web
185,23.149,64503,8443,8443,voip
264,29.668,1047,8080,1047,voip
1055,39.616,45369,8554,8554,video
174,31.647,62841,10002,10002,voip
254,305.217,5133,80,80,web
1128,23.71,63647,5004,5004,video
1069,7.27,56609,989,989,file
1433,11.494,42368,443,443,file
567,122.435,33575,443,443,web
500,112.029,40407,8443,8443,web
262,203.4,23244,443,443,web
1398,17.781,46821,443,443,video
